Entrez	Accession	Species	Gene Name
14433	Q6IWE3	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q0QEU0	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	A6H6A8	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q3TUZ9	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q3THM2	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q569X5	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q3UMT2	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	P16858	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q4V783	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
14433	Q569X2	Mus musculus	"predicted gene 4691; predicted gene 6944; predicted gene 10290; predicted gene 10566; predicted gene 10291; predicted gene 3200; predicted gene 12070; predicted gene 7286; predicted gene 6946; predicted gene 8825; predicted gene 9081; glyceraldehyde-3-phosphate dehydrogenase; predicted gene 10359; predicted gene 10358; predicted gene 7784; predicted gene 12416; predicted gene 14148; predicted gene 13882; predicted gene 4217; predicted gene 7183; predicted gene 10313; predicted gene 2467; predicted gene 5787; predicted gene 2193; predicted gene 13292; predicted gene, 380687; predicted gene 2076; predicted gene 3222; predicted gene 7507; predicted gene 7293; predicted gene 15191; predicted gene, 674324; predicted gene 10284; predicted gene 8055; similar to hCG1978856; predicted gene 2574; similar to glyceraldehyde-3-phosphate dehydrogenase; predicted gene 7545; predicted gene 12033; predicted gene 3272; predicted gene 3534; predicted gene 2308; predicted gene 3839; predicted gene 9061; predicted gene 3671; predicted gene 8513; predicted gene 4654; predicted gene 12537; predicted gene 4929; predicted gene 5652; predicted gene 9568; predicted gene 8349; predicted gene 2546; predicted gene 7129; similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH); predicted gene 8318; glyceraldehyde-3-phosphate dehydrogenase pseudogene; predicted gene 7611; predicted gene 2445; predicted gene 6283; predicted gene 11557; predicted gene 4335; predicted gene 9127; predicted gene 3695; predicted gene 5507; predicted gene 8174; predicted gene 4609; predicted gene 3809; predicted gene 9034; predicted gene 2606; predicted gene 4575; predicted gene 12286; predicted gene 11658; predicted gene 5732; predicted gene 16374; predicted gene 8100; predicted gene 11953; predicted gene, EG545741; predicted gene 2451; predicted gene 14130"
66075	Q9CRB9	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 3; similar to coiled-coil-helix-coiled-coil-helix domain containing 3
66075	Q9D9P1	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 3; similar to coiled-coil-helix-coiled-coil-helix domain containing 3
66075	Q91VG6	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 3; similar to coiled-coil-helix-coiled-coil-helix domain containing 3
14432	P06837	Mus musculus	growth associated protein 43
18578	Q91VY2	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q3TAQ1	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q8VBU5	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q3TMR0	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q9QXI7	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q8BQB2	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q8BTA5	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q80VK8	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q6IQY6	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18578	Q3TTI9	Mus musculus	"phosphodiesterase 4B, cAMP specific"
18574	Q01065	Mus musculus	"phosphodiesterase 1B, Ca2+-calmodulin dependent"
18574	Q6PDS5	Mus musculus	"phosphodiesterase 1B, Ca2+-calmodulin dependent"
18574	Q9DBS6	Mus musculus	"phosphodiesterase 1B, Ca2+-calmodulin dependent"
18574	O35384	Mus musculus	"phosphodiesterase 1B, Ca2+-calmodulin dependent"
213990	Q812F7	Mus musculus	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
213990	Q8K0K1	Mus musculus	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
213990	Q8VHH5	Mus musculus	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
213990	Q8BV81	Mus musculus	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3"
72828	Q8BMW9	Mus musculus	"ubiquitin associated and SH3 domain containing, B"
72828	Q8BGG7	Mus musculus	"ubiquitin associated and SH3 domain containing, B"
72828	Q3U8Z2	Mus musculus	"ubiquitin associated and SH3 domain containing, B"
54130	Q3TJF9	Mus musculus	"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"
54130	P61164	Mus musculus	"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"
54130	P42024	Mus musculus	"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)"
53321	O54991	Mus musculus	contactin associated protein-like 1
53321	A2A4K6	Mus musculus	contactin associated protein-like 1
53321	Q3U428	Mus musculus	contactin associated protein-like 1
269180	Q8CBJ8	Mus musculus	"inositol polyphosphate-4-phosphatase, type I"
269180	Q3UEQ1	Mus musculus	"inositol polyphosphate-4-phosphatase, type I"
269180	Q0VBQ7	Mus musculus	"inositol polyphosphate-4-phosphatase, type I"
269180	Q9EPW0	Mus musculus	"inositol polyphosphate-4-phosphatase, type I"
110876	Q8CCS4	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	B1AWN6	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	Q8C274	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	Q8CAJ8	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	A2AJZ1	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	A9JQD3	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	Q62242	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
110876	Q68V27	Mus musculus	"sodium channel, voltage-gated, type II, alpha 1"
22352	Q3TFD9	Mus musculus	vimentin
22352	Q3U6S1	Mus musculus	vimentin
22352	P20152	Mus musculus	vimentin
22352	A4IF59	Mus musculus	vimentin
22352	Q3TWV0	Mus musculus	vimentin
22352	Q3UD36	Mus musculus	vimentin
22352	Q8CCH1	Mus musculus	vimentin
22352	Q5FWJ3	Mus musculus	vimentin
22352	Q3V2S4	Mus musculus	vimentin
22352	O08704	Mus musculus	vimentin
22352	A2AKJ2	Mus musculus	vimentin
22352	Q3UAX1	Mus musculus	vimentin
66087	Q3TIK3	Mus musculus	transmembrane protein 111
66087	Q99KI3	Mus musculus	transmembrane protein 111
22350	Q9DCI1	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	Q4KML7	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	Q3UXR4	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	Q3TCP5	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	Q80ZT8	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	Q8CBU4	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	Q3UL48	Mus musculus	ezrin; hypothetical protein LOC100044177
22350	P26040	Mus musculus	ezrin; hypothetical protein LOC100044177
213582	Q8BYP7	Mus musculus	microtubule-associated protein 9
213582	Q3UX85	Mus musculus	microtubule-associated protein 9
213582	Q3UUD1	Mus musculus	microtubule-associated protein 9
213582	Q8BMM4	Mus musculus	microtubule-associated protein 9
213582	Q5M8N8	Mus musculus	microtubule-associated protein 9
213582	Q6P8K1	Mus musculus	microtubule-associated protein 9
213582	Q3UXE7	Mus musculus	microtubule-associated protein 9
213582	Q3TRR0	Mus musculus	microtubule-associated protein 9
66082	Q3TGD2	Mus musculus	predicted gene 1833; abhydrolase domain containing 6
66082	Q9DCD4	Mus musculus	predicted gene 1833; abhydrolase domain containing 6
66082	Q8R2Y0	Mus musculus	predicted gene 1833; abhydrolase domain containing 6
66082	Q9D375	Mus musculus	predicted gene 1833; abhydrolase domain containing 6
58194	B1AZ87	Mus musculus	SH3-domain kinase binding protein 1
58194	Q9DC14	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R551	Mus musculus	SH3-domain kinase binding protein 1
58194	B1AZ86	Mus musculus	SH3-domain kinase binding protein 1
58194	Q9CTQ9	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R550	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R545	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R546	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8CAL8	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R547	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R548	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8R549	Mus musculus	SH3-domain kinase binding protein 1
58194	A2AG61	Mus musculus	SH3-domain kinase binding protein 1
58194	Q9JKC3	Mus musculus	SH3-domain kinase binding protein 1
58194	Q3TSX2	Mus musculus	SH3-domain kinase binding protein 1
58194	Q3TT90	Mus musculus	SH3-domain kinase binding protein 1
58194	Q8CEF6	Mus musculus	SH3-domain kinase binding protein 1
58194	B1AVE8	Mus musculus	SH3-domain kinase binding protein 1
58194	Q3TA88	Mus musculus	SH3-domain kinase binding protein 1
14447	Q60650	Mus musculus	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
14447	Q64467	Mus musculus	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
14447	Q3V2I5	Mus musculus	"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
73442	Q8CHF6	Mus musculus	heat shock protein 12A
73442	Q8K0U4	Mus musculus	heat shock protein 12A
73442	Q3UQZ8	Mus musculus	heat shock protein 12A
73442	Q3TNR3	Mus musculus	heat shock protein 12A
72832	Q8BMF1	Mus musculus	cartilage acidic protein 1
72832	Q3UF32	Mus musculus	cartilage acidic protein 1
72832	Q8R3V8	Mus musculus	cartilage acidic protein 1
72832	Q3UF40	Mus musculus	cartilage acidic protein 1
72832	Q8R555	Mus musculus	cartilage acidic protein 1
72831	Q3UJS4	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
72831	Q99PU8	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
72831	Q3UFA0	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
72831	Q91WA7	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
72831	Q3U4Z4	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
72831	Q80TP6	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
72831	Q99KN7	Mus musculus	DEAH (Asp-Glu-Ala-His) box polypeptide 30
18557	Q04899	Mus musculus	PCTAIRE-motif protein kinase 3
18557	Q0VDL6	Mus musculus	PCTAIRE-motif protein kinase 3
18557	Q0VDL5	Mus musculus	PCTAIRE-motif protein kinase 3
381921	Q3V3V4	Mus musculus	TAO kinase 2
381921	Q6ZQ29	Mus musculus	TAO kinase 2
381921	Q7TSS8	Mus musculus	TAO kinase 2
22342	O88951	Mus musculus	lin-7 homolog B (C. elegans)
73825	Q8BHS9	Mus musculus	KLRAQ motif containing 1
73825	Q3KQN7	Mus musculus	KLRAQ motif containing 1
73825	Q3U2U9	Mus musculus	KLRAQ motif containing 1
73825	Q3TDD9	Mus musculus	KLRAQ motif containing 1
73825	Q9D1A1	Mus musculus	KLRAQ motif containing 1
73825	B2RPZ6	Mus musculus	KLRAQ motif containing 1
22343	Q99KF6	Mus musculus	lin-7 homolog C (C. elegans)
22343	O88952	Mus musculus	lin-7 homolog C (C. elegans)
22343	A2ARI2	Mus musculus	lin-7 homolog C (C. elegans)
22343	Q3TTY6	Mus musculus	lin-7 homolog C (C. elegans)
22343	Q3UX93	Mus musculus	lin-7 homolog C (C. elegans)
22343	Q3TS99	Mus musculus	lin-7 homolog C (C. elegans)
232944	Q8CIP4	Mus musculus	MAP/microtubule affinity-regulating kinase 4
232944	Q8BZE0	Mus musculus	MAP/microtubule affinity-regulating kinase 4
232944	Q80T81	Mus musculus	MAP/microtubule affinity-regulating kinase 4
232944	Q8C1L3	Mus musculus	MAP/microtubule affinity-regulating kinase 4
53310	A2BEF2	Mus musculus	"discs, large homolog 3 (Drosophila)"
53310	P70175	Mus musculus	"discs, large homolog 3 (Drosophila)"
53310	A2BEF1	Mus musculus	"discs, large homolog 3 (Drosophila)"
53310	Q80TH1	Mus musculus	"discs, large homolog 3 (Drosophila)"
53310	Q52KF7	Mus musculus	"discs, large homolog 3 (Drosophila)"
53310	A2BEE9	Mus musculus	"discs, large homolog 3 (Drosophila)"
11370	O35289	Mus musculus	"acyl-Coenzyme A dehydrogenase, very long chain"
11370	O55133	Mus musculus	"acyl-Coenzyme A dehydrogenase, very long chain"
11370	B1AR27	Mus musculus	"acyl-Coenzyme A dehydrogenase, very long chain"
11370	P50544	Mus musculus	"acyl-Coenzyme A dehydrogenase, very long chain"
11370	Q3UJR6	Mus musculus	"acyl-Coenzyme A dehydrogenase, very long chain"
99010	Q6NVG1	Mus musculus	lysophosphatidylcholine acyltransferase 4
99010	Q66JP7	Mus musculus	lysophosphatidylcholine acyltransferase 4
14457	Q9QY26	Mus musculus	growth arrest specific 7
14457	Q3U8N2	Mus musculus	growth arrest specific 7
14457	Q3U432	Mus musculus	growth arrest specific 7
14457	Q0VBR8	Mus musculus	growth arrest specific 7
14457	Q6A075	Mus musculus	growth arrest specific 7
14457	Q9QY25	Mus musculus	growth arrest specific 7
14457	Q9QY34	Mus musculus	growth arrest specific 7
14457	Q60780	Mus musculus	growth arrest specific 7
66495	Q9D6H6	Mus musculus	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3; predicted gene 3192
66495	Q9CQZ6	Mus musculus	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3; predicted gene 3192
